S&P Comp.,Dividend,Earnings,CPI,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,TR CAPE,Monthly Total Bond Returns,Real Total Bond Returns
45.76,1.77,3.43,27.5,3.49,522.92,20.26,590.2057466063349,39.16,274.7563420724095,17.12,21.39,0.99,10.75
46.44,1.74,3.41,27.6,3.59,528.77,19.81,590.2057466063349,38.83,274.7563420724095,17.2,21.47,1.01,10.65
45.43,1.74,3.41,27.6,3.46,517.27,19.77,590.2057466063349,38.79,274.7563420724095,16.72,20.86,1.01,10.8
43.47,1.73,3.4,27.7,3.34,493.16,19.66,590.2057466063349,38.61,274.7563420724095,15.84,19.76,1.0,10.9
44.03,1.73,3.4,27.8,3.41,497.72,19.56,590.2057466063349,38.43,274.7563420724095,15.9,19.82,1.0,10.82
45.05,1.73,3.41,27.9,3.48,507.43,19.49,590.2057466063349,38.37,274.7563420724095,16.12,20.09,0.99,10.75
46.78,1.73,3.41,28.0,3.6,525.03,19.42,590.2057466063349,38.31,274.7563420724095,16.6,20.66,0.99,10.64
47.55,1.73,3.42,28.1,3.8,531.77,19.35,590.2057466063349,38.25,274.7563420724095,16.73,20.81,0.99,10.46
48.51,1.74,3.44,28.3,3.93,538.67,19.32,590.2057466063349,38.16,274.7563420724095,16.87,20.96,1.0,10.31
45.84,1.75,3.45,28.3,3.93,509.03,19.43,590.2057466063349,38.35,274.7563420724095,15.87,19.7,1.0,10.34
43.98,1.76,3.47,28.3,3.92,488.37,19.54,590.2057466063349,38.53,274.7563420724095,15.16,18.81,1.0,10.38
43.98,1.76,3.47,28.3,3.92,488.37,19.54,590.2057466063349,38.53,274.7563420724095,15.16,18.81,1.0,10.38
40.35,1.78,3.4,28.4,3.72,446.48,19.7,590.2057466063349,37.66,274.7563420724095,13.74,17.04,1.05,10.59
40.33,1.79,3.37,28.4,3.21,446.26,19.81,590.2057466063349,37.29,274.7563420724095,13.67,16.95,1.01,11.08
41.12,1.78,3.29,28.6,3.09,451.82,19.6,590.2057466063349,36.19,274.7563420724095,13.79,17.09,1.01,11.14
41.26,1.78,3.22,28.6,3.05,453.36,19.52,590.2057466063349,35.34,274.7563420724095,13.78,17.09,1.01,11.21
42.11,1.77,3.14,28.8,2.98,459.49,19.31,590.2057466063349,34.26,274.7563420724095,13.93,17.26,1.01,11.22
42.34,1.76,3.07,28.9,2.88,460.4,19.1,590.2057466063349,33.38,274.7563420724095,13.91,17.24,1.0,11.31
43.70,1.74,3.0,28.9,2.92,475.19,18.96,590.2057466063349,32.62,274.7563420724095,14.32,17.74,1.0,11.3
44.75,1.73,2.93,28.9,2.97,486.61,18.81,590.2057466063349,31.86,274.7563420724095,14.64,18.12,0.98,11.28
45.98,1.73,2.91,29.0,3.2,498.26,18.75,590.2057466063349,31.57,274.7563420724095,14.96,18.51,0.97,11.05
47.70,1.73,2.9,28.9,3.54,518.68,18.81,590.2057466063349,31.5,274.7563420724095,15.54,19.23,0.98,10.8
48.96,1.73,2.88,28.9,3.76,532.38,18.81,590.2057466063349,31.32,274.7563420724095,15.93,19.7,1.0,10.64
48.96,1.73,2.88,28.9,3.76,532.38,18.81,590.2057466063349,31.32,274.7563420724095,15.93,19.7,1.0,10.64
52.50,1.74,2.89,29.0,3.74,568.91,18.89,590.2057466063349,31.28,274.7563420724095,16.99,20.97,0.99,10.68
53.49,1.75,2.89,28.9,3.86,581.64,19.03,590.2057466063349,31.43,274.7563420724095,17.36,21.4,0.99,10.65
55.62,1.76,2.96,29.0,4.02,602.72,19.04,590.2057466063349,32.11,274.7563420724095,17.98,22.14,1.01,10.51
54.77,1.76,3.04,28.9,3.96,595.56,19.17,590.2057466063349,33.02,274.7563420724095,17.76,21.84,1.0,10.63
56.16,1.77,3.11,28.9,3.99,610.68,19.25,590.2057466063349,33.82,274.7563420724095,18.2,22.36,0.99,10.64
57.10,1.78,3.21,29.0,4.12,618.76,19.25,590.2057466063349,34.75,274.7563420724095,18.43,22.61,0.99,10.53
57.96,1.78,3.3,29.0,4.31,628.08,19.32,590.2057466063349,35.8,274.7563420724095,18.69,22.89,1.0,10.4
57.46,1.79,3.4,29.1,4.34,620.52,19.33,590.2057466063349,36.72,274.7563420724095,18.45,22.56,1.0,10.38
59.74,1.8,3.41,29.2,4.4,642.93,19.34,590.2057466063349,36.7,274.7563420724095,19.09,23.31,1.0,10.33
59.40,1.8,3.42,29.2,4.43,639.27,19.41,590.2057466063349,36.81,274.7563420724095,18.96,23.11,0.98,10.34
57.05,1.81,3.43,29.3,4.68,611.88,19.41,590.2057466063349,36.79,274.7563420724095,18.12,22.07,1.02,10.14
57.05,1.81,3.43,29.3,4.68,611.88,19.41,590.2057466063349,36.79,274.7563420724095,18.12,22.07,1.02,10.14
57.23,1.82,3.4,29.4,4.53,611.73,19.49,590.2057466063349,36.38,274.7563420724095,18.07,21.95,0.99,10.31
59.06,1.83,3.39,29.4,4.69,631.29,19.56,590.2057466063349,36.24,274.7563420724095,18.62,22.59,1.0,10.21
58.03,1.87,3.39,29.3,4.72,622.4,20.02,590.2057466063349,36.36,274.7563420724095,18.34,22.22,1.02,10.26
55.78,1.9,3.39,29.4,4.49,596.23,20.34,590.2057466063349,36.24,274.7563420724095,17.55,21.23,1.02,10.46
55.02,1.94,3.39,29.4,4.25,588.1,20.74,590.2057466063349,36.24,274.7563420724095,17.29,20.9,1.0,10.7
55.73,1.94,3.35,29.5,4.28,593.67,20.7,590.2057466063349,35.65,274.7563420724095,17.43,21.06,1.0,10.68
55.22,1.95,3.3,29.5,4.35,588.24,20.74,590.2057466063349,35.19,274.7563420724095,17.26,20.83,1.02,10.65
57.26,1.95,3.26,29.6,4.15,607.91,20.7,590.2057466063349,34.61,274.7563420724095,17.82,21.49,1.02,10.83
55.84,1.95,3.26,29.6,3.9,592.84,20.7,590.2057466063349,34.65,274.7563420724095,17.38,20.94,1.01,11.09
56.51,1.95,3.27,29.6,3.8,599.95,20.7,590.2057466063349,34.68,274.7563420724095,17.58,21.17,1.0,11.22
54.81,1.95,3.27,29.6,3.8,581.9,20.7,590.2057466063349,34.72,274.7563420724095,17.05,20.51,1.0,11.25
54.81,1.95,3.27,29.6,3.8,581.9,20.7,590.2057466063349,34.72,274.7563420724095,17.05,20.51,1.0,11.25
55.47,1.95,3.27,29.8,3.93,584.96,20.56,590.2057466063349,34.48,274.7563420724095,17.15,20.59,1.01,11.13
56.80,1.95,3.27,29.8,3.84,598.98,20.56,590.2057466063349,34.48,274.7563420724095,17.56,21.07,1.0,11.25
59.72,1.95,3.21,29.8,3.84,629.77,20.53,590.2057466063349,33.85,274.7563420724095,18.47,22.14,1.01,11.28
62.17,1.94,3.15,29.8,3.78,655.61,20.49,590.2057466063349,33.22,274.7563420724095,19.23,23.03,1.01,11.37
64.12,1.94,3.09,29.8,3.74,676.17,20.46,590.2057466063349,32.59,274.7563420724095,19.84,23.73,1.0,11.45
65.83,1.94,3.07,29.8,3.78,694.21,20.46,590.2057466063349,32.37,274.7563420724095,20.38,24.35,1.01,11.45
66.50,1.94,3.05,29.8,3.71,701.27,20.46,590.2057466063349,32.16,274.7563420724095,20.6,24.58,0.99,11.55
65.62,1.94,3.03,29.8,3.88,691.99,20.46,590.2057466063349,31.95,274.7563420724095,20.33,24.24,1.0,11.42
65.44,1.95,3.04,30.0,3.92,685.49,20.39,590.2057466063349,31.81,274.7563420724095,20.15,24.0,0.99,11.35
67.79,1.95,3.04,29.9,4.04,712.49,20.53,590.2057466063349,31.99,274.7563420724095,20.94,24.93,1.01,11.31
67.26,1.96,3.05,30.0,3.98,704.56,20.53,590.2057466063349,31.95,274.7563420724095,20.71,24.63,1.01,11.37
67.26,1.96,3.05,30.0,3.98,704.56,20.53,590.2057466063349,31.95,274.7563420724095,20.71,24.63,1.01,11.37
71.08,2.0,3.14,30.0,3.94,744.57,20.95,590.2057466063349,32.93,274.7563420724095,21.86,25.96,0.99,11.48
71.74,2.02,3.19,30.0,4.06,751.49,21.16,590.2057466063349,33.42,274.7563420724095,22.04,26.16,1.0,11.4
69.07,2.03,3.25,30.0,4.08,723.52,21.23,590.2057466063349,34.04,274.7563420724095,21.2,25.14,1.01,11.42
70.22,2.03,3.31,30.1,4.04,733.12,21.23,590.2057466063349,34.56,274.7563420724095,21.45,25.43,1.01,11.46
70.29,2.04,3.37,30.1,3.93,733.85,21.3,590.2057466063349,35.18,274.7563420724095,21.44,25.4,1.01,11.6
68.05,2.05,3.4,30.2,3.84,708.11,21.3,590.2057466063349,35.41,274.7563420724095,20.66,24.46,1.0,11.69
62.99,2.05,3.44,30.2,3.87,655.46,21.37,590.2057466063349,35.76,274.7563420724095,19.09,22.59,1.0,11.7
55.63,2.06,3.47,30.2,3.91,578.87,21.44,590.2057466063349,36.11,274.7563420724095,16.83,19.92,1.0,11.7
56.97,2.07,3.49,30.3,4.01,590.86,21.43,590.2057466063349,36.2,274.7563420724095,17.14,20.29,1.01,11.6
58.52,2.07,3.51,30.3,3.98,606.94,21.5,590.2057466063349,36.4,274.7563420724095,17.57,20.8,1.0,11.67
58.00,2.08,3.53,30.4,3.98,599.56,21.5,590.2057466063349,36.49,274.7563420724095,17.32,20.5,1.01,11.67
58.00,2.08,3.53,30.4,3.98,599.56,21.5,590.2057466063349,36.49,274.7563420724095,17.32,20.5,1.01,11.67
60.04,2.11,3.62,30.4,3.92,620.65,21.85,590.2057466063349,37.46,274.7563420724095,17.85,21.13,1.01,11.8
62.64,2.13,3.67,30.4,3.86,647.53,22.02,590.2057466063349,37.94,274.7563420724095,18.59,22.0,1.01,11.9
65.06,2.14,3.68,30.4,3.83,672.55,22.09,590.2057466063349,38.08,274.7563420724095,19.26,22.79,1.0,11.97
65.92,2.14,3.7,30.4,3.92,681.44,22.16,590.2057466063349,38.21,274.7563420724095,19.47,23.03,1.0,11.92
65.67,2.15,3.71,30.5,3.93,676.63,22.15,590.2057466063349,38.23,274.7563420724095,19.29,22.81,1.0,11.91
68.76,2.17,3.75,30.5,3.97,708.46,22.32,590.2057466063349,38.67,274.7563420724095,20.15,23.82,1.01,11.91
70.14,2.18,3.8,30.5,3.93,722.68,22.5,590.2057466063349,39.12,274.7563420724095,20.51,24.23,1.0,11.98
70.11,2.2,3.84,30.6,3.99,720.01,22.59,590.2057466063349,39.44,274.7563420724095,20.38,24.08,1.0,11.93
69.07,2.2,3.88,30.7,4.02,707.02,22.55,590.2057466063349,39.72,274.7563420724095,19.97,23.58,1.0,11.9
70.98,2.21,3.92,30.7,4.0,726.57,22.59,590.2057466063349,40.13,274.7563420724095,20.47,24.16,1.0,11.96
72.85,2.21,3.96,30.7,4.08,745.71,22.62,590.2057466063349,40.54,274.7563420724095,20.96,24.73,1.0,11.92
72.85,2.21,3.96,30.7,4.08,745.71,22.62,590.2057466063349,40.54,274.7563420724095,20.96,24.73,1.0,11.92
72.62,2.26,4.0,30.8,4.12,740.95,23.02,590.2057466063349,40.81,274.7563420724095,20.72,24.42,1.0,11.92
74.17,2.28,4.02,30.9,4.13,754.31,23.19,590.2057466063349,40.88,274.7563420724095,21.04,24.79,1.0,11.92
76.45,2.3,4.07,30.9,4.17,777.5,23.36,590.2057466063349,41.43,274.7563420724095,21.63,25.47,1.01,11.92
77.39,2.31,4.13,30.9,4.15,787.06,23.53,590.2057466063349,41.97,274.7563420724095,21.83,25.7,1.0,11.98
78.80,2.33,4.18,30.9,4.22,801.4,23.7,590.2057466063349,42.51,274.7563420724095,22.17,26.08,1.0,11.95
79.94,2.35,4.23,30.9,4.23,812.99,23.87,590.2057466063349,43.02,274.7563420724095,22.42,26.37,1.01,11.98
80.72,2.36,4.28,30.9,4.2,820.93,24.04,590.2057466063349,43.53,274.7563420724095,22.57,26.54,1.01,12.06
80.24,2.38,4.33,31.0,4.17,813.41,24.13,590.2057466063349,43.89,274.7563420724095,22.3,26.2,1.0,12.09
83.22,2.4,4.38,31.1,4.19,840.91,24.25,590.2057466063349,44.22,274.7563420724095,22.98,26.99,1.0,12.07
82.00,2.42,4.42,31.0,4.19,831.25,24.53,590.2057466063349,44.84,274.7563420724095,22.65,26.58,1.0,12.15
83.41,2.44,4.47,31.1,4.2,842.83,24.66,590.2057466063349,45.17,274.7563420724095,22.89,26.85,1.0,12.15
83.41,2.44,4.47,31.1,4.2,842.83,24.66,590.2057466063349,45.17,274.7563420724095,22.89,26.85,1.0,12.15
85.44,2.48,4.52,31.2,4.15,860.57,24.98,590.2057466063349,45.56,274.7563420724095,23.23,27.21,1.0,12.24
83.96,2.5,4.55,31.2,4.18,845.67,25.18,590.2057466063349,45.83,274.7563420724095,22.75,26.65,1.0,12.25
86.12,2.52,4.59,31.2,4.19,867.42,25.35,590.2057466063349,46.27,274.7563420724095,23.27,27.24,1.0,12.29
86.75,2.53,4.64,31.2,4.21,873.77,25.52,590.2057466063349,46.7,274.7563420724095,23.37,27.34,1.0,12.31
86.83,2.55,4.68,31.3,4.21,871.78,25.6,590.2057466063349,46.99,274.7563420724095,23.25,27.19,1.0,12.31
87.97,2.57,4.73,31.4,4.2,880.41,25.72,590.2057466063349,47.37,274.7563420724095,23.42,27.37,1.0,12.33
89.28,2.59,4.79,31.4,4.21,893.52,25.92,590.2057466063349,47.91,274.7563420724095,23.71,27.68,1.0,12.36
85.04,2.61,4.84,31.6,4.21,845.7,25.96,590.2057466063349,48.13,274.7563420724095,22.39,26.12,1.0,12.33
84.91,2.63,4.89,31.6,4.2,844.41,26.12,590.2057466063349,48.6,274.7563420724095,22.3,26.01,1.0,12.38
86.49,2.64,4.93,31.6,4.25,860.12,26.29,590.2057466063349,49.06,274.7563420724095,22.67,26.42,1.0,12.37
89.38,2.66,4.98,31.6,4.29,888.86,26.45,590.2057466063349,49.52,274.7563420724095,23.37,27.22,1.0,12.38
89.38,2.66,4.98,31.6,4.29,888.86,26.45,590.2057466063349,49.52,274.7563420724095,23.37,27.22,1.0,12.38
92.15,2.7,5.12,31.7,4.45,913.52,26.77,590.2057466063349,50.76,274.7563420724095,23.93,27.82,0.99,12.27
91.73,2.72,5.19,31.8,4.62,906.5,26.88,590.2057466063349,51.29,274.7563420724095,23.69,27.53,1.0,12.11
93.32,2.74,5.24,31.8,4.61,922.21,27.08,590.2057466063349,51.78,274.7563420724095,24.06,27.92,0.99,12.17
92.69,2.76,5.29,32.0,4.83,910.26,27.1,590.2057466063349,51.95,274.7563420724095,23.7,27.48,1.0,11.93
88.88,2.78,5.34,32.1,4.87,870.12,27.22,590.2057466063349,52.28,274.7563420724095,22.61,26.2,1.01,11.9
91.60,2.8,5.38,32.3,4.75,891.2,27.21,590.2057466063349,52.34,274.7563420724095,23.11,26.76,1.0,11.99
86.78,2.81,5.42,32.3,4.78,844.3,27.37,590.2057466063349,52.73,274.7563420724095,21.85,25.28,1.0,12.01
86.06,2.83,5.46,32.4,4.81,834.71,27.45,590.2057466063349,52.96,274.7563420724095,21.56,24.93,0.99,11.99
85.84,2.85,5.48,32.5,5.02,830.02,27.56,590.2057466063349,52.96,274.7563420724095,21.38,24.71,0.99,11.8
80.65,2.87,5.49,32.7,5.22,775.06,27.58,590.2057466063349,52.79,274.7563420724095,19.91,23.01,1.01,11.6
77.81,2.89,5.51,32.7,5.18,747.77,27.77,590.2057466063349,52.95,274.7563420724095,19.16,22.14,1.02,11.68
77.81,2.89,5.51,32.7,5.18,747.77,27.77,590.2057466063349,52.95,274.7563420724095,19.16,22.14,1.02,11.68
80.99,2.88,5.54,32.9,5.16,773.6,27.48,590.2057466063349,52.89,274.7563420724095,19.71,22.77,1.03,11.73
81.33,2.87,5.55,32.9,4.84,776.85,27.41,590.2057466063349,53.01,274.7563420724095,19.74,22.79,1.02,12.08
84.45,2.88,5.52,32.9,4.58,806.65,27.51,590.2057466063349,52.69,274.7563420724095,20.43,23.59,1.0,12.37
87.36,2.89,5.48,32.9,4.63,834.45,27.6,590.2057466063349,52.38,274.7563420724095,21.07,24.32,1.01,12.37
89.42,2.9,5.45,33.0,4.54,851.53,27.62,590.2057466063349,51.9,274.7563420724095,21.44,24.74,1.0,12.47
90.96,2.9,5.41,33.1,4.59,863.58,27.53,590.2057466063349,51.36,274.7563420724095,21.69,25.01,0.98,12.43
92.59,2.9,5.37,33.2,4.85,876.41,27.45,590.2057466063349,50.83,274.7563420724095,21.95,25.3,0.99,12.19
91.43,2.9,5.33,33.3,5.02,862.83,27.37,590.2057466063349,50.3,274.7563420724095,21.55,24.84,0.99,12.04
93.01,2.91,5.32,33.4,5.16,875.11,27.35,590.2057466063349,50.05,274.7563420724095,21.8,25.12,1.0,11.92
94.49,2.91,5.31,33.5,5.28,886.39,27.33,590.2057466063349,49.81,274.7563420724095,22.03,25.37,1.0,11.83
95.81,2.92,5.3,33.6,5.3,896.09,27.31,590.2057466063349,49.57,274.7563420724095,22.22,25.58,0.99,11.83
95.81,2.92,5.3,33.6,5.3,896.09,27.31,590.2057466063349,49.57,274.7563420724095,22.22,25.58,0.99,11.83
92.66,2.92,5.32,33.8,5.75,861.5,27.15,590.2057466063349,49.46,274.7563420724095,21.26,24.46,1.01,11.46
95.30,2.92,5.33,33.9,5.7,883.44,27.07,590.2057466063349,49.41,274.7563420724095,21.75,25.02,1.02,11.53
95.04,2.93,5.37,34.1,5.53,875.86,27.0,590.2057466063349,49.46,274.7563420724095,21.51,24.74,1.0,11.66
90.75,2.94,5.4,34.2,5.56,833.88,27.01,590.2057466063349,49.65,274.7563420724095,20.42,23.49,0.99,11.66
89.09,2.95,5.44,34.3,5.74,816.24,27.03,590.2057466063349,49.84,274.7563420724095,19.93,22.92,1.01,11.52
95.67,2.96,5.48,34.4,5.64,873.97,27.07,590.2057466063349,50.09,274.7563420724095,21.28,24.47,0.99,11.63
97.87,2.98,5.53,34.5,5.87,891.48,27.11,590.2057466063349,50.34,274.7563420724095,21.63,24.87,1.02,11.45
100.50,2.99,5.57,34.7,5.72,910.16,27.08,590.2057466063349,50.44,274.7563420724095,22.0,25.3,1.02,11.57
100.30,3.0,5.6,34.9,5.5,903.14,27.04,590.2057466063349,50.42,274.7563420724095,21.75,25.01,1.01,11.75
98.11,3.02,5.63,35.0,5.42,880.9,27.09,590.2057466063349,50.55,274.7563420724095,21.14,24.3,1.0,11.84
101.30,3.03,5.66,35.1,5.46,906.95,27.13,590.2057466063349,50.67,274.7563420724095,21.68,24.92,1.0,11.82
101.30,3.03,5.66,35.1,5.46,906.95,27.13,590.2057466063349,50.67,274.7563420724095,21.68,24.92,1.0,11.82
105.40,3.06,5.73,35.4,5.7,935.66,27.13,590.2057466063349,50.84,274.7563420724095,22.2,25.51,0.98,11.62
106.50,3.07,5.76,35.5,6.03,942.76,27.18,590.2057466063349,50.99,274.7563420724095,22.28,25.6,1.0,11.35
102.00,3.08,5.78,35.6,6.04,900.39,27.19,590.2057466063349,51.02,274.7563420724095,21.19,24.36,0.99,11.37
101.50,3.09,5.8,35.8,6.19,890.97,27.12,590.2057466063349,50.91,274.7563420724095,20.9,24.02,1.0,11.24
99.30,3.1,5.82,36.1,6.3,864.42,26.99,590.2057466063349,50.66,274.7563420724095,20.2,23.22,1.01,11.11
101.30,3.11,5.83,36.3,6.17,876.97,26.92,590.2057466063349,50.44,274.7563420724095,20.43,23.48,0.99,11.22
104.60,3.12,5.83,36.4,6.32,903.05,26.94,590.2057466063349,50.36,274.7563420724095,20.97,24.11,0.99,11.12
99.14,3.13,5.84,36.6,6.57,851.23,26.87,590.2057466063349,50.14,274.7563420724095,19.71,22.66,0.99,10.92
94.71,3.14,5.86,36.8,6.72,808.78,26.79,590.2057466063349,50.01,274.7563420724095,18.68,21.48,1.01,10.8
94.18,3.14,5.87,37.0,6.69,799.91,26.7,590.2057466063349,49.88,274.7563420724095,18.43,21.19,0.97,10.82
94.51,3.15,5.89,37.1,7.16,800.54,26.68,590.2057466063349,49.89,274.7563420724095,18.4,21.16,1.01,10.49
94.51,3.15,5.89,37.1,7.16,800.54,26.68,590.2057466063349,49.89,274.7563420724095,18.4,21.16,1.01,10.49
96.21,3.16,5.82,37.5,7.14,806.25,26.45,590.2057466063349,48.74,274.7563420724095,18.44,21.22,0.97,10.52
91.11,3.16,5.78,37.7,7.65,759.46,26.34,590.2057466063349,48.18,274.7563420724095,17.33,19.95,1.0,10.16
90.31,3.16,5.73,37.8,7.79,750.8,26.3,590.2057466063349,47.64,274.7563420724095,17.09,19.68,1.05,10.1
87.16,3.17,5.68,38.0,7.24,720.8,26.19,590.2057466063349,46.97,274.7563420724095,16.37,18.87,1.02,10.5
88.65,3.17,5.63,38.2,7.07,729.28,26.08,590.2057466063349,46.32,274.7563420724095,16.53,19.06,0.98,10.63
85.95,3.17,5.59,38.5,7.39,701.56,25.9,590.2057466063349,45.66,274.7563420724095,15.87,18.31,0.97,10.38
76.06,3.18,5.56,38.6,7.91,619.23,25.86,590.2057466063349,45.24,274.7563420724095,13.98,16.15,1.01,10.04
75.59,3.18,5.52,38.8,7.84,612.23,25.76,590.2057466063349,44.71,274.7563420724095,13.8,15.96,1.03,10.11
75.72,3.18,5.47,39.0,7.46,610.14,25.65,590.2057466063349,44.05,274.7563420724095,13.73,15.89,1.0,10.39
77.92,3.19,5.41,39.0,7.53,627.86,25.68,590.2057466063349,43.62,274.7563420724095,14.1,16.34,1.02,10.4
82.58,3.19,5.36,39.2,7.39,662.02,25.57,590.2057466063349,42.97,274.7563420724095,14.84,17.22,1.01,10.51
82.58,3.19,5.36,39.2,7.39,662.02,25.57,590.2057466063349,42.97,274.7563420724095,14.84,17.22,1.01,10.51
84.28,3.16,5.21,39.6,6.84,668.82,25.05,590.2057466063349,41.32,274.7563420724095,14.95,17.37,1.04,10.95
90.05,3.14,5.13,39.8,6.39,711.02,24.79,590.2057466063349,40.51,274.7563420724095,15.87,18.45,1.02,11.32
93.49,3.13,5.16,39.8,6.24,738.18,24.71,590.2057466063349,40.74,274.7563420724095,16.46,19.15,1.01,11.5
97.11,3.12,5.19,39.9,6.11,764.84,24.57,590.2057466063349,40.88,274.7563420724095,17.03,19.82,1.04,11.64
99.60,3.11,5.22,40.0,5.7,782.49,24.43,590.2057466063349,41.01,274.7563420724095,17.4,20.26,0.99,12.03
103.00,3.11,5.25,40.1,5.83,807.19,24.35,590.2057466063349,41.17,274.7563420724095,17.92,20.88,0.96,11.94
101.60,3.1,5.29,40.3,6.39,792.26,24.2,590.2057466063349,41.22,274.7563420724095,17.56,20.46,1.0,11.46
99.72,3.1,5.32,40.6,6.52,771.86,23.99,590.2057466063349,41.18,274.7563420724095,17.08,19.91,0.99,11.32
99.00,3.1,5.36,40.7,6.73,764.4,23.91,590.2057466063349,41.36,274.7563420724095,16.89,19.69,1.02,11.19
97.24,3.09,5.39,40.8,6.58,748.97,23.83,590.2057466063349,41.54,274.7563420724095,16.52,19.27,1.04,11.34
99.40,3.09,5.43,40.8,6.14,765.61,23.8,590.2057466063349,41.82,274.7563420724095,16.86,19.67,1.02,11.77
99.40,3.09,5.43,40.8,6.14,765.61,23.8,590.2057466063349,41.82,274.7563420724095,16.86,19.67,1.02,11.77
92.78,3.08,5.61,40.9,5.81,712.87,23.64,590.2057466063349,43.1,274.7563420724095,15.64,18.27,1.0,12.16
99.17,3.07,5.7,41.1,5.93,758.26,23.47,590.2057466063349,43.58,274.7563420724095,16.6,19.41,1.0,12.05
103.30,3.07,5.74,41.1,5.95,789.84,23.47,590.2057466063349,43.86,274.7563420724095,17.26,20.18,1.0,12.09
105.20,3.07,5.77,41.3,6.08,800.47,23.36,590.2057466063349,43.93,274.7563420724095,17.46,20.42,1.01,11.98
107.70,3.07,5.81,41.4,6.07,817.52,23.3,590.2057466063349,44.1,274.7563420724095,17.81,20.82,1.0,12.02
108.80,3.07,5.86,41.5,6.19,823.88,23.25,590.2057466063349,44.4,274.7563420724095,17.92,20.95,1.01,11.94
107.70,3.07,5.92,41.6,6.13,813.59,23.19,590.2057466063349,44.7,274.7563420724095,17.66,20.65,1.01,12.03
108.00,3.07,5.97,41.7,6.11,813.9,23.14,590.2057466063349,44.99,274.7563420724095,17.64,20.63,1.01,12.08
107.20,3.07,6.03,41.9,6.11,804.01,23.05,590.2057466063349,45.2,274.7563420724095,17.4,20.35,1.0,12.08
111.00,3.08,6.08,42.0,6.21,830.53,23.02,590.2057466063349,45.52,274.7563420724095,17.94,20.98,0.98,12.02
109.40,3.08,6.14,42.1,6.55,816.61,22.99,590.2057466063349,45.83,274.7563420724095,17.61,20.6,1.01,11.76
109.40,3.08,6.14,42.1,6.55,816.61,22.99,590.2057466063349,45.83,274.7563420724095,17.61,20.6,1.01,11.76
115.10,3.13,6.33,42.4,6.28,853.08,23.17,590.2057466063349,46.89,274.7563420724095,18.34,21.44,1.0,12.04
117.50,3.15,6.42,42.5,6.36,868.82,23.29,590.2057466063349,47.47,274.7563420724095,18.65,21.8,1.0,12.0
118.40,3.16,6.55,42.6,6.46,873.42,23.29,590.2057466063349,48.29,274.7563420724095,18.71,21.87,0.99,11.95
114.20,3.16,6.67,42.9,6.64,836.55,23.17,590.2057466063349,48.88,274.7563420724095,17.89,20.91,1.0,11.78
112.40,3.17,6.8,43.3,6.71,815.76,23.01,590.2057466063349,49.35,274.7563420724095,17.41,20.35,1.01,11.67
110.30,3.19,6.94,43.6,6.67,795.01,22.97,590.2057466063349,50.05,274.7563420724095,16.94,19.79,0.99,11.69
107.20,3.2,7.09,43.9,6.85,767.38,22.93,590.2057466063349,50.73,274.7563420724095,16.31,19.06,1.0,11.53
104.80,3.22,7.23,44.2,6.9,745.11,22.89,590.2057466063349,51.4,274.7563420724095,15.81,18.47,0.99,11.47
105.80,3.24,7.38,44.3,7.13,750.52,22.96,590.2057466063349,52.38,274.7563420724095,15.89,18.57,0.99,11.32
103.80,3.25,7.54,45.1,7.4,723.27,22.67,590.2057466063349,52.52,274.7563420724095,15.28,17.85,1.03,10.98
105.60,3.27,7.69,45.2,7.09,734.19,22.73,590.2057466063349,53.46,274.7563420724095,15.48,18.08,1.03,11.26
105.60,3.27,7.69,45.2,7.09,734.19,22.73,590.2057466063349,53.46,274.7563420724095,15.48,18.08,1.03,11.26
102.00,3.34,8.0,45.9,6.73,698.34,22.89,590.2057466063349,54.79,274.7563420724095,14.65,17.12,1.0,11.51
94.78,3.38,8.16,46.2,6.74,644.7,22.99,590.2057466063349,55.5,274.7563420724095,13.49,15.77,0.99,11.49
96.11,3.4,8.23,46.6,6.99,648.13,22.93,590.2057466063349,55.48,274.7563420724095,13.53,15.82,1.01,11.25
93.45,3.42,8.29,47.2,6.96,622.18,22.77,590.2057466063349,55.22,274.7563420724095,12.96,15.15,0.99,11.2
97.44,3.44,8.36,47.8,7.21,640.61,22.62,590.2057466063349,54.96,274.7563420724095,13.31,15.57,0.99,10.93
92.46,3.46,8.49,48.0,7.51,605.33,22.65,590.2057466063349,55.56,274.7563420724095,12.55,14.69,1.0,10.72
89.67,3.48,8.61,48.6,7.58,579.82,22.5,590.2057466063349,55.7,274.7563420724095,12.0,14.05,1.01,10.6
89.79,3.5,8.74,49.0,7.54,575.86,22.45,590.2057466063349,56.05,274.7563420724095,11.89,13.93,0.99,10.61
79.31,3.53,8.86,49.4,7.81,504.52,22.46,590.2057466063349,56.38,274.7563420724095,10.39,12.19,0.99,10.4
76.03,3.56,8.99,50.0,8.04,477.86,22.37,590.2057466063349,56.48,274.7563420724095,9.82,11.53,1.01,10.18
68.12,3.59,9.11,50.6,8.04,423.06,22.3,590.2057466063349,56.58,274.7563420724095,8.68,10.21,1.02,10.12
68.12,3.59,9.11,50.6,8.04,423.06,22.3,590.2057466063349,56.58,274.7563420724095,8.68,10.21,1.02,10.12
71.74,3.6,8.96,51.5,7.68,437.76,21.95,590.2057466063349,54.69,274.7563420724095,8.95,10.55,1.02,10.33
