S&P Comp.,Dividend,Earnings,CPI,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,TR CAPE,Monthly Total Bond Returns,Real Total Bond Returns
1122.08,22.35,71.86,218.44,2.65,1614.27,32.15,590.2057466063349,103.38,274.7563420724095,20.38,22.55,1.01,47.0
1122.08,22.35,71.86,218.44,2.65,1614.27,32.15,590.2057466063349,103.38,274.7563420724095,20.38,22.55,1.01,47.0
1198.89,22.6,75.52,218.8,2.76,1721.9,32.46,590.2057466063349,108.47,274.7563420724095,21.7,23.99,0.96,46.67
1241.53,22.73,77.35,219.18,3.29,1780.08,32.59,590.2057466063349,110.9,274.7563420724095,22.4,24.75,0.99,44.61
1282.62,22.96,78.67,220.22,3.39,1830.28,32.77,590.2057466063349,112.26,274.7563420724095,22.98,25.38,0.99,44.15
1321.12,23.2,79.99,221.31,3.58,1875.96,32.94,590.2057466063349,113.58,274.7563420724095,23.49,25.93,1.02,43.36
1304.49,23.43,81.31,223.47,3.41,1834.46,32.95,590.2057466063349,114.34,274.7563420724095,22.9,25.27,1.0,43.69
1331.51,23.73,82.16,224.91,3.46,1860.48,33.16,590.2057466063349,114.8,274.7563420724095,23.14,25.53,1.03,43.35
1338.31,24.04,83.02,225.96,3.17,1861.23,33.43,590.2057466063349,115.45,274.7563420724095,23.06,25.42,1.02,44.33
1287.29,24.34,83.87,225.72,3.0,1792.19,33.89,590.2057466063349,116.77,274.7563420724095,22.1,24.36,1.0,45.14
1325.19,24.62,84.91,225.92,3.0,1843.32,34.25,590.2057466063349,118.1,274.7563420724095,22.61,24.92,1.06,45.22
1185.31,24.9,85.94,226.55,2.3,1644.22,34.54,590.2057466063349,119.22,274.7563420724095,20.05,22.09,1.03,48.0
1173.88,25.18,86.98,226.89,1.98,1625.89,34.88,590.2057466063349,120.47,274.7563420724095,19.7,21.71,0.99,49.4
1173.88,25.18,86.98,226.89,1.98,1625.89,34.88,590.2057466063349,120.47,274.7563420724095,19.7,21.71,0.99,49.4
1226.42,26.01,86.96,226.23,2.01,1703.61,36.13,590.2057466063349,120.8,274.7563420724095,20.35,22.42,1.0,49.58
1243.32,26.43,86.95,225.67,1.98,1731.36,36.8,590.2057466063349,121.08,274.7563420724095,20.52,22.62,1.0,49.92
1300.58,26.74,87.48,226.67,1.97,1803.16,37.07,590.2057466063349,121.28,274.7563420724095,21.21,23.39,1.0,49.82
1352.49,27.04,88.01,227.66,1.97,1866.91,37.33,590.2057466063349,121.48,274.7563420724095,21.8,24.03,0.98,49.69
1389.24,27.35,88.54,229.39,2.17,1903.18,37.47,590.2057466063349,121.29,274.7563420724095,22.05,24.32,1.01,48.52
1386.43,27.67,88.33,230.09,2.05,1893.61,37.8,590.2057466063349,120.65,274.7563420724095,21.78,24.02,1.02,48.98
1341.27,28.0,88.13,229.82,1.8,1834.08,38.28,590.2057466063349,120.51,274.7563420724095,20.94,23.1,1.02,50.23
1323.48,28.32,87.92,229.48,1.62,1812.42,38.78,590.2057466063349,120.4,274.7563420724095,20.55,22.67,1.01,51.21
1359.78,28.74,87.45,229.1,1.53,1865.17,39.43,590.2057466063349,119.95,274.7563420724095,21.0,23.17,0.99,51.79
1403.45,29.17,86.97,230.38,1.68,1914.41,39.79,590.2057466063349,118.64,274.7563420724095,21.41,23.63,1.0,50.86
1443.42,29.59,86.5,231.41,1.72,1960.19,40.18,590.2057466063349,117.47,274.7563420724095,21.78,24.04,1.0,50.52
1443.42,29.59,86.5,231.41,1.72,1960.19,40.18,590.2057466063349,117.47,274.7563420724095,21.78,24.04,1.0,50.52
1394.51,30.7,86.51,230.22,1.65,1903.52,41.9,590.2057466063349,118.08,274.7563420724095,20.9,23.07,0.99,51.25
1422.29,31.25,86.51,229.6,1.72,1946.69,42.77,590.2057466063349,118.41,274.7563420724095,21.24,23.46,0.98,51.13
1480.40,31.54,86.91,230.28,1.91,2020.25,43.04,590.2057466063349,118.6,274.7563420724095,21.9,24.19,1.0,50.18
1512.31,31.82,87.3,232.17,1.98,2047.03,43.08,590.2057466063349,118.17,274.7563420724095,22.05,24.37,1.0,49.54
1550.83,32.11,87.7,232.77,1.96,2093.69,43.35,590.2057466063349,118.4,274.7563420724095,22.42,24.78,1.02,49.58
1570.70,32.5,88.78,232.53,1.76,2122.73,43.92,590.2057466063349,119.99,274.7563420724095,22.6,24.98,0.99,50.62
1639.84,32.88,89.87,232.95,1.93,2212.23,44.36,590.2057466063349,121.23,274.7563420724095,23.41,25.88,0.97,49.83
1618.77,33.27,90.95,233.5,2.3,2178.57,44.78,590.2057466063349,122.4,274.7563420724095,22.93,25.35,0.98,48.16
1668.68,33.65,92.09,233.6,2.58,2244.86,45.26,590.2057466063349,123.89,274.7563420724095,23.49,25.98,0.99,47.05
1670.09,34.02,93.23,233.88,2.74,2244.06,45.72,590.2057466063349,125.27,274.7563420724095,23.36,25.83,1.0,46.44
1687.17,34.4,94.37,234.15,2.81,2264.37,46.17,590.2057466063349,126.66,274.7563420724095,23.44,25.92,1.02,46.22
1687.17,34.4,94.37,234.15,2.81,2264.37,46.17,590.2057466063349,126.66,274.7563420724095,23.44,25.92,1.02,46.22
1783.54,34.79,98.26,233.07,2.72,2404.8,46.91,590.2057466063349,132.48,274.7563420724095,24.64,27.25,0.99,47.0
1807.78,34.99,100.2,233.05,2.9,2437.7,47.18,590.2057466063349,135.11,274.7563420724095,24.86,27.48,1.01,46.38
1822.36,35.4,100.42,233.92,2.86,2448.25,47.56,590.2057466063349,134.9,274.7563420724095,24.86,27.47,1.02,46.48
1817.04,35.82,100.63,234.78,2.71,2432.11,47.94,590.2057466063349,134.7,274.7563420724095,24.59,27.17,1.0,47.02
1863.52,36.23,100.85,236.29,2.72,2478.36,48.18,590.2057466063349,134.12,274.7563420724095,24.96,27.57,1.0,46.79
1864.26,36.61,101.61,237.07,2.71,2471.2,48.53,590.2057466063349,134.69,274.7563420724095,24.79,27.37,1.02,46.78
1889.77,37.0,102.36,237.9,2.56,2496.3,48.87,590.2057466063349,135.22,274.7563420724095,24.94,27.54,1.0,47.34
1947.09,37.38,103.12,238.34,2.6,2567.23,49.29,590.2057466063349,135.96,274.7563420724095,25.56,28.21,1.01,47.18
1973.10,37.75,104.07,238.25,2.54,2602.54,49.79,590.2057466063349,137.27,274.7563420724095,25.82,28.49,1.01,47.55
1961.53,38.12,105.01,237.85,2.42,2591.61,50.36,590.2057466063349,138.75,274.7563420724095,25.62,28.26,0.99,48.24
1993.23,38.49,105.96,238.03,2.53,2631.51,50.82,590.2057466063349,139.89,274.7563420724095,25.92,28.58,1.02,47.83
1993.23,38.49,105.96,238.03,2.53,2631.51,50.82,590.2057466063349,139.89,274.7563420724095,25.92,28.58,1.02,47.83
2044.57,39.12,103.53,236.15,2.33,2720.78,52.06,590.2057466063349,137.77,274.7563420724095,26.61,29.32,1.01,49.26
2054.27,39.44,102.31,234.81,2.21,2749.28,52.78,590.2057466063349,136.92,274.7563420724095,26.79,29.52,1.03,50.17
2028.18,39.9,101.29,233.71,1.88,2727.2,53.65,590.2057466063349,136.2,274.7563420724095,26.49,29.17,0.99,52.0
2082.20,40.35,100.27,234.72,1.98,2787.73,54.03,590.2057466063349,134.25,274.7563420724095,27.0,29.72,1.0,51.39
2079.99,40.81,99.25,236.12,2.04,2768.29,54.31,590.2057466063349,132.09,274.7563420724095,26.73,29.42,1.01,50.9
2094.86,41.12,97.8,236.6,1.94,2782.43,54.62,590.2057466063349,129.9,274.7563420724095,26.79,29.48,0.98,51.34
2111.94,41.43,96.36,237.81,2.2,2790.89,54.75,590.2057466063349,127.33,274.7563420724095,26.81,29.49,0.99,49.98
2099.29,41.74,94.91,238.64,2.36,2764.49,54.97,590.2057466063349,124.98,274.7563420724095,26.5,29.14,1.01,49.19
2094.14,42.0,93.49,238.65,2.32,2757.52,55.3,590.2057466063349,123.11,274.7563420724095,26.38,29.01,1.02,49.46
2039.87,42.25,92.08,238.32,2.17,2689.87,55.72,590.2057466063349,121.42,274.7563420724095,25.69,28.25,1.0,50.29
1944.41,42.51,90.66,237.95,2.17,2567.99,56.14,590.2057466063349,119.73,274.7563420724095,24.5,26.94,1.01,50.46
1944.41,42.51,90.66,237.95,2.17,2567.99,56.14,590.2057466063349,119.73,274.7563420724095,24.5,26.94,1.01,50.46
2080.62,43.1,87.91,237.34,2.26,2754.93,57.06,590.2057466063349,116.4,274.7563420724095,26.23,28.83,1.0,50.36
2054.08,43.39,86.53,236.53,2.24,2729.11,57.65,590.2057466063349,114.97,274.7563420724095,25.97,28.54,1.02,50.71
1918.60,43.55,86.5,236.92,2.09,2544.9,57.77,590.2057466063349,114.74,274.7563420724095,24.21,26.61,1.03,51.4
1904.42,43.72,86.47,237.11,1.78,2524.02,57.94,590.2057466063349,114.6,274.7563420724095,24.0,26.39,0.99,52.9
2021.95,43.88,86.44,238.13,1.89,2668.3,57.91,590.2057466063349,114.07,274.7563420724095,25.37,27.89,1.01,52.23
2075.54,44.07,86.6,239.26,1.81,2726.09,57.89,590.2057466063349,113.74,274.7563420724095,25.92,28.5,1.0,52.44
2065.55,44.27,86.76,240.23,1.81,2702.04,57.91,590.2057466063349,113.49,274.7563420724095,25.69,28.24,1.02,52.31
2083.89,44.46,86.92,241.02,1.64,2717.11,57.97,590.2057466063349,113.33,274.7563420724095,25.84,28.4,1.01,53.02
2148.90,44.65,87.64,240.63,1.5,2806.41,58.31,590.2057466063349,114.46,274.7563420724095,26.69,29.33,1.0,53.87
2170.95,44.84,88.37,240.85,1.56,2832.61,58.51,590.2057466063349,115.3,274.7563420724095,26.95,29.61,0.99,53.59
2157.69,45.03,89.09,241.43,1.63,2808.55,58.61,590.2057466063349,115.96,274.7563420724095,26.73,29.36,0.99,53.19
2157.69,45.03,89.09,241.43,1.63,2808.55,58.61,590.2057466063349,115.96,274.7563420724095,26.73,29.36,0.99,53.19
2164.99,45.48,92.73,241.35,2.14,2818.93,59.21,590.2057466063349,120.74,274.7563420724095,26.85,29.48,0.97,50.94
2246.63,45.7,94.55,241.43,2.49,2924.28,59.48,590.2057466063349,123.07,274.7563420724095,27.87,30.59,1.01,49.45
2275.12,45.93,96.46,242.84,2.43,2944.2,59.43,590.2057466063349,124.83,274.7563420724095,28.06,30.79,1.0,49.52
2329.91,46.15,98.38,243.6,2.42,3005.65,59.54,590.2057466063349,126.91,274.7563420724095,28.66,31.43,1.0,49.51
2366.82,46.38,100.29,243.8,2.48,3050.78,59.78,590.2057466063349,129.27,274.7563420724095,29.09,31.89,1.02,49.31
2359.31,46.66,101.53,244.52,2.3,3032.11,59.97,590.2057466063349,130.49,274.7563420724095,28.9,31.67,1.0,50.05
2395.35,46.94,102.78,244.73,2.3,3075.8,60.27,590.2057466063349,131.97,274.7563420724095,29.31,32.1,1.01,50.1
2433.99,47.22,104.02,244.96,2.19,3122.58,60.58,590.2057466063349,133.45,274.7563420724095,29.75,32.56,0.99,50.64
2454.10,47.54,105.04,244.79,2.32,3150.56,61.03,590.2057466063349,134.85,274.7563420724095,30.0,32.82,1.01,50.19
2456.22,47.85,106.06,245.52,2.21,3143.86,61.25,590.2057466063349,135.75,274.7563420724095,29.91,32.71,1.0,50.62
2492.84,48.17,107.08,246.82,2.2,3173.93,61.33,590.2057466063349,136.34,274.7563420724095,30.17,32.97,0.99,50.49
2492.84,48.17,107.08,246.82,2.2,3173.93,61.33,590.2057466063349,136.34,274.7563420724095,30.17,32.97,0.99,50.49
2593.61,48.68,108.95,246.67,2.35,3304.24,62.01,590.2057466063349,138.8,274.7563420724095,31.3,34.17,1.0,50.05
2664.34,48.93,109.88,246.52,2.4,3396.35,62.37,590.2057466063349,140.07,274.7563420724095,32.09,35.02,0.99,49.95
2789.80,49.29,111.73,247.87,2.58,3537.01,62.49,590.2057466063349,141.66,274.7563420724095,33.31,36.33,0.98,49.0
2705.16,49.64,113.59,248.99,2.86,3414.21,62.66,590.2057466063349,143.36,274.7563420724095,32.04,34.93,1.0,47.71
2702.77,50.0,115.44,249.55,2.84,3403.5,62.96,590.2057466063349,145.37,274.7563420724095,31.81,34.68,1.0,47.79
2653.63,50.33,117.79,250.55,2.87,3328.39,63.13,590.2057466063349,147.74,274.7563420724095,30.97,33.75,0.99,47.59
2701.49,50.66,120.13,251.59,2.98,3374.39,63.28,590.2057466063349,150.06,274.7563420724095,31.24,34.04,1.01,47.08
2754.35,50.99,122.48,251.99,2.91,3434.94,63.59,590.2057466063349,152.74,274.7563420724095,31.63,34.46,1.0,47.39
2793.64,51.44,125.12,252.01,2.89,3483.7,64.15,590.2057466063349,156.02,274.7563420724095,31.89,34.73,1.0,47.58
2857.82,51.89,127.75,252.15,2.89,3561.76,64.67,590.2057466063349,159.22,274.7563420724095,32.39,35.27,0.99,47.67
2901.50,52.34,130.39,252.44,3.0,3612.0,65.16,590.2057466063349,162.32,274.7563420724095,32.62,35.52,0.99,47.28
2901.50,52.34,130.39,252.44,3.0,3612.0,65.16,590.2057466063349,162.32,274.7563420724095,32.62,35.52,0.99,47.28
2723.23,53.28,131.72,252.04,3.12,3395.47,66.43,590.2057466063349,164.24,274.7563420724095,30.2,32.88,1.03,47.11
2567.31,53.75,132.39,251.23,2.83,3211.32,67.23,590.2057466063349,165.6,274.7563420724095,28.29,30.82,1.01,48.57
2607.39,54.15,133.06,251.71,2.71,3255.24,67.6,590.2057466063349,166.12,274.7563420724095,28.38,30.93,1.0,49.1
2754.86,54.54,133.72,252.78,2.68,3424.88,67.81,590.2057466063349,166.25,274.7563420724095,29.54,32.21,1.01,49.13
2803.98,54.94,134.39,254.2,2.57,3466.39,67.92,590.2057466063349,166.14,274.7563420724095,29.58,32.26,1.01,49.43
2903.80,55.32,134.68,255.55,2.53,3570.88,68.03,590.2057466063349,165.62,274.7563420724095,30.13,32.88,1.01,49.45
2854.71,55.7,134.98,256.09,2.4,3503.06,68.35,590.2057466063349,165.63,274.7563420724095,29.24,31.93,1.03,50.01
2890.17,56.08,135.27,256.14,2.06,3545.87,68.8,590.2057466063349,165.96,274.7563420724095,29.28,31.99,1.04,51.63
2996.11,56.46,134.48,256.57,1.63,3669.71,69.15,590.2057466063349,164.71,274.7563420724095,29.99,32.77,1.0,53.66
2897.50,56.84,133.69,256.56,1.63,3549.11,69.62,590.2057466063349,163.76,274.7563420724095,28.71,31.39,0.99,53.73
2982.16,57.22,132.9,256.76,1.7,3649.94,70.03,590.2057466063349,162.66,274.7563420724095,29.23,31.97,1.0,53.42
2982.16,57.22,132.9,256.76,1.7,3649.94,70.03,590.2057466063349,162.66,274.7563420724095,29.23,31.97,1.0,53.42
3104.90,57.9,137.28,257.21,1.81,3793.55,70.74,590.2057466063349,167.73,274.7563420724095,29.84,32.66,1.0,52.95
3176.75,58.24,139.47,256.97,1.86,3884.86,71.22,590.2057466063349,170.56,274.7563420724095,30.33,33.21,1.01,52.84
3278.20,58.69,131.76,257.97,1.76,3993.43,71.49,590.2057466063349,160.5,274.7563420724095,30.99,33.92,1.03,53.19
3277.31,59.13,124.04,258.68,1.5,3981.44,71.84,590.2057466063349,150.69,274.7563420724095,30.73,33.64,1.06,54.39
2652.39,59.58,116.33,258.12,0.87,3229.28,72.54,590.2057466063349,141.63,274.7563420724095,24.82,27.18,1.02,57.84
2761.98,59.61,110.63,256.39,0.66,3385.34,73.07,590.2057466063349,135.6,274.7563420724095,25.93,28.41,1.0,59.45
2919.62,59.65,104.93,256.39,0.67,3578.49,73.11,590.2057466063349,128.61,274.7563420724095,27.33,29.95,0.99,59.42
3104.66,59.68,99.23,257.8,0.73,3784.58,72.75,590.2057466063349,120.96,274.7563420724095,28.84,31.61,1.01,58.79
3207.62,59.4,98.89,259.1,0.62,3890.41,72.05,590.2057466063349,119.94,274.7563420724095,29.6,32.45,1.0,59.15
3391.71,59.13,98.56,259.92,0.65,4100.76,71.49,590.2057466063349,119.16,274.7563420724095,31.16,34.17,1.0,58.83
3365.52,58.85,98.22,260.28,0.68,4063.43,71.05,590.2057466063349,118.59,274.7563420724095,30.84,33.82,0.99,58.61
3365.52,58.85,98.22,260.28,0.68,4063.43,71.05,590.2057466063349,118.59,274.7563420724095,30.84,33.82,0.99,58.61
3548.99,58.47,95.49,260.23,0.87,4285.79,70.61,590.2057466063349,115.32,274.7563420724095,32.47,35.61,1.0,57.63
3695.31,58.28,94.13,260.47,0.93,4458.29,70.31,590.2057466063349,113.57,274.7563420724095,33.77,37.03,0.99,57.29
3793.75,58.06,105.49,261.58,1.08,4557.66,69.76,590.2057466063349,126.73,274.7563420724095,34.51,37.84,0.98,56.29
3883.43,57.85,116.84,263.01,1.26,4640.0,69.12,590.2057466063349,139.61,274.7563420724095,35.1,38.48,0.97,55.1
3910.51,57.63,128.2,264.88,1.61,4639.49,68.38,590.2057466063349,152.1,274.7563420724095,35.04,38.4,1.0,53.01
4141.18,57.71,138.39,267.05,1.64,4873.11,67.91,590.2057466063349,162.85,274.7563420724095,36.72,40.22,1.0,52.51
4167.85,57.79,148.57,269.2,1.62,4865.49,67.46,590.2057466063349,173.44,274.7563420724095,36.55,40.01,1.01,52.26
4238.49,57.87,158.76,271.7,1.52,4902.41,66.93,590.2057466063349,183.63,274.7563420724095,36.7,40.15,1.02,52.32
4363.71,58.33,164.32,273.0,1.32,5023.08,67.14,590.2057466063349,189.15,274.7563420724095,37.44,40.94,1.0,53.1
4454.21,58.79,169.87,273.57,1.28,5116.68,67.54,590.2057466063349,195.14,274.7563420724095,37.97,41.49,0.99,53.25
4445.54,59.25,175.43,274.31,1.37,5092.89,67.88,590.2057466063349,200.98,274.7563420724095,37.62,41.07,0.98,52.72
4445.54,59.25,175.43,274.31,1.37,5092.89,67.88,590.2057466063349,200.98,274.7563420724095,37.62,41.07,0.98,52.72
4667.39,60.02,190.39,277.95,1.56,5277.06,67.86,590.2057466063349,215.26,274.7563420724095,38.58,42.05,1.01,51.25
4674.77,60.4,197.87,278.8,1.47,5269.22,68.08,590.2057466063349,223.03,274.7563420724095,38.3,41.72,0.97,51.58
4573.82,60.92,197.88,281.15,1.76,5112.4,68.1,590.2057466063349,221.19,274.7563420724095,36.94,40.19,0.99,49.86
4435.98,61.45,197.9,283.72,1.93,4913.46,68.06,590.2057466063349,219.2,274.7563420724095,35.29,38.37,0.98,48.73
4391.27,61.97,197.91,287.5,2.13,4799.85,67.74,590.2057466063349,216.32,274.7563420724095,34.27,37.24,0.95,47.3
4391.30,62.65,196.03,289.11,2.75,4773.23,68.1,590.2057466063349,213.08,274.7563420724095,33.89,36.8,0.99,44.6
4040.36,63.34,194.14,292.3,2.9,4343.89,68.09,590.2057466063349,208.73,274.7563420724095,30.67,33.29,0.98,43.64
3898.95,64.02,192.26,296.31,3.14,4135.05,67.9,590.2057466063349,203.9,274.7563420724095,29.05,31.52,1.02,42.27
3911.73,64.45,190.58,296.28,2.9,4149.1,68.36,590.2057466063349,202.15,274.7563420724095,29.0,31.46,1.0,43.26
4158.56,64.89,188.91,296.17,2.9,4412.48,68.85,590.2057466063349,200.44,274.7563420724095,30.7,33.28,0.95,43.38
3850.52,65.32,187.23,296.81,3.52,4076.86,69.16,590.2057466063349,198.24,274.7563420724095,28.23,30.6,0.97,41.15
3850.52,65.32,187.23,296.81,3.52,4076.86,69.16,590.2057466063349,198.24,274.7563420724095,28.23,30.6,0.97,41.15
3917.49,66.39,177.58,297.71,3.89,4135.18,70.08,590.2057466063349,187.44,274.7563420724095,28.38,30.75,1.03,40.03
3912.38,66.92,172.75,296.8,3.62,4142.51,70.86,590.2057466063349,182.91,274.7563420724095,28.32,30.68,1.01,41.18
3960.66,67.35,173.56,299.17,3.53,4160.36,70.75,590.2057466063349,182.31,274.7563420724095,28.33,30.69,0.98,41.29
4079.68,67.78,174.36,300.84,3.75,4261.6,70.8,590.2057466063349,182.14,274.7563420724095,28.92,31.32,1.01,40.43
3968.56,68.21,175.17,301.84,3.66,4131.84,71.02,590.2057466063349,182.38,274.7563420724095,27.94,30.25,1.02,40.72
4121.47,68.38,177.12,303.36,3.46,4269.44,70.83,590.2057466063349,183.48,274.7563420724095,28.76,31.15,0.99,41.32
4146.17,68.54,179.06,304.13,3.57,4284.24,70.83,590.2057466063349,185.03,274.7563420724095,28.76,31.14,0.99,40.96
4345.37,68.71,181.01,305.11,3.75,4475.62,70.77,590.2057466063349,186.44,274.7563420724095,29.94,32.41,0.99,40.34
4508.08,68.91,182.09,305.69,3.9,4634.36,70.84,590.2057466063349,187.19,274.7563420724095,30.89,33.43,0.98,39.89
4457.36,69.11,183.17,307.03,4.17,4562.3,70.74,590.2057466063349,187.48,274.7563420724095,30.3,32.78,0.99,38.98
4409.10,69.31,184.25,307.79,4.38,4501.71,70.77,590.2057466063349,188.12,274.7563420724095,29.8,32.23,0.97,38.36
4409.10,69.31,184.25,307.79,4.38,4501.71,70.77,590.2057466063349,188.12,274.7563420724095,29.8,32.23,0.97,38.36
4460.06,69.97,189.7,307.05,4.5,4564.7,71.62,590.2057466063349,194.15,274.7563420724095,30.01,32.45,1.04,38.37
4685.05,70.3,192.43,306.75,4.02,4799.73,72.02,590.2057466063349,197.14,274.7563420724095,31.45,33.99,1.0,40.05
4815.61,70.48,192.08,308.42,4.06,4906.76,71.81,590.2057466063349,195.72,274.7563420724095,32.05,34.62,0.99,39.84
5011.96,70.65,191.74,310.33,4.21,5075.41,71.55,590.2057466063349,194.16,274.7563420724095,33.04,35.68,1.0,39.25
5170.57,70.82,191.39,312.33,4.21,5202.4,71.26,590.2057466063349,192.57,274.7563420724095,33.75,36.44,0.98,39.13
5112.49,71.21,191.39,313.55,4.54,5124.01,71.37,590.2057466063349,192.57,274.7563420724095,33.14,35.76,1.01,38.09
5235.23,71.59,191.39,314.07,4.48,5238.32,71.63,590.2057466063349,192.57,274.7563420724095,33.84,36.53,1.02,38.36
5415.14,71.98,191.39,314.18,4.31,5416.51,71.99,590.2057466063349,192.57,274.7563420724095,34.96,37.75,1.01,39.01
5538.00,71.98,191.39,314.23,4.25,5538.47,71.99,590.2057466063349,192.57,274.7563420724095,35.71,38.53,1.02,39.33
5446.68,71.98,191.39,314.25,4.09,5446.68,71.99,590.2057466063349,192.57,274.7563420724095,35.08,37.83,1.02,39.98
